Plot,Title:,10700599,,,,
996,6/21/22,21:45,33.928,34.664,33.719,99.997
997,6/21/22,22:00,33.928,34.615,33.825,99.997
998,6/21/22,22:15,33.732,34.223,33.613,99.997
999,6/21/22,22:30,33.732,34.272,33.636,99.997
1000,6/21/22,22:45,34.32,34.713,34.176,99.997
1001,6/21/22,23:00,34.027,34.468,33.975,99.997
1002,6/21/22,23:15,33.681,34.124,33.607,99.997
1003,6/21/22,23:30,33.584,33.928,33.458,99.997
1004,6/21/22,23:45,33.584,33.978,33.516,99.997
1005,6/22/22,0:00,33.584,33.879,33.501,99.997
1006,6/22/22,0:15,33.681,33.928,33.593,99.997
1007,6/22/22,0:30,33.584,33.831,33.507,99.997
1008,6/22/22,0:45,33.633,33.879,33.535,99.997
1009,6/22/22,1:00,33.732,33.928,33.645,99.997
1010,6/22/22,1:15,33.633,33.879,33.541,99.997
1011,6/22/22,1:30,33.534,33.78,33.472,99.997
1012,6/22/22,1:45,33.435,33.633,33.361,99.997
1013,6/22/22,2:00,33.435,33.633,33.346,99.997
1014,6/22/22,2:15,33.633,33.78,33.588,99.997
1015,6/22/22,2:30,33.732,33.78,33.665,99.997
1016,6/22/22,2:45,33.78,33.831,33.719,99.997
1017,6/22/22,3:00,33.831,33.879,33.762,99.997
1018,6/22/22,3:15,33.879,33.928,33.858,99.997
1019,6/22/22,3:30,33.78,33.831,33.751,99.997
1020,6/22/22,3:45,33.78,33.78,33.723,99.997
1021,6/22/22,4:00,33.831,33.831,33.782,99.997
1022,6/22/22,4:15,33.681,33.681,33.645,99.997
1023,6/22/22,4:30,33.633,33.584,33.584,99.997
1024,6/22/22,4:45,33.681,33.681,33.636,99.997
1025,6/22/22,5:00,33.633,33.584,33.665,99.997
1026,6/22/22,5:15,32.742,32.443,33.134,99.997
1027,6/22/22,5:30,32.293,32.142,32.695,99.997
1028,6/22/22,5:45,32.193,32.092,32.261,99.997
1029,6/22/22,6:00,32.193,32.043,32.238,99.997
1030,6/22/22,6:15,32.142,32.043,32.295,99.997
1031,6/22/22,6:30,32.193,32.043,32.347,99.997
1032,6/22/22,6:45,32.193,32.043,32.266,99.997
1033,6/22/22,7:00,32.293,32.092,32.473,99.997
1034,6/22/22,7:15,32.392,32.193,32.738,99.997
1035,6/22/22,7:30,32.443,32.193,32.893,99.997
1036,6/22/22,7:45,32.443,32.293,33.048,99.997
1037,6/22/22,8:00,32.542,32.342,33.246,99.997
1038,6/22/22,8:15,33.138,33.039,34.158,99.997
1039,6/22/22,8:30,32.94,32.79,33.931,99.997
1040,6/22/22,8:45,33.386,33.336,34.119,99.997
1041,6/22/22,9:00,34.027,33.879,35.137,99.997
1042,6/22/22,9:15,34.174,34.124,33.994,99.997
1043,6/22/22,9:30,35.638,36.505,34.689,99.997
1044,6/22/22,9:45,36.072,36.313,35.161,99.997
1045,6/22/22,10:00,36.505,36.603,35.508,99.997
1046,6/22/22,10:15,36.41,36.603,35.364,99.976
1047,6/22/22,10:30,36.505,36.939,35.499,99.997
1048,6/22/22,10:45,37.035,38.084,35.784,99.997
1049,6/22/22,11:00,37.179,37.989,36.248,99.997
1050,6/22/22,11:15,37.225,38.653,36.088,99.997
1051,6/22/22,11:30,37.416,39.69,36.286,99.997
1052,6/22/22,11:45,37.321,39.97,36.111,99.997
1053,6/22/22,12:00,38.937,42.109,36.975,99.997
1054,6/22/22,12:15,41.369,44.445,39.394,98.988
1055,6/22/22,12:30,41.322,42.708,38.732,98.47
1056,6/22/22,12:45,40.111,41.277,38.163,99.573
1057,6/22/22,13:00,40.158,43.075,38.129,99.644
1058,6/22/22,13:15,40.905,45.444,38.617,99.448
1059,6/22/22,13:30,42.202,44.492,39.862,98.975
1060,6/22/22,13:45,43.853,44.674,39.934,98.587
1061,6/22/22,14:00,45.082,47.334,41.878,95.904
1062,6/22/22,14:15,44.901,46.571,41.387,96.861
1063,6/22/22,14:30,42.386,44.082,39.943,98.097
1064,6/22/22,14:45,40.111,42.755,38.809,99.557
1065,6/22/22,15:00,40.811,42.708,39.151,99.696
1066,6/22/22,15:15,41.416,43.99,39.664,99.835
1067,6/22/22,15:30,42.156,44.719,40.422,99.542
1068,6/22/22,15:45,43.259,44.809,40.195,99.852
1069,6/22/22,16:00,42.386,48.628,40.345,99.448
1070,6/22/22,16:15,44.674,50.974,42.019,98.563
1071,6/22/22,16:30,40.392,43.396,39.466,99.699
1072,6/22/22,16:45,41.09,44.037,39.742,99.701
1073,6/22/22,17:00,41.97,47.334,40.026,99.149
1074,6/22/22,17:15,42.616,49.116,40.658,98.535
1075,6/22/22,17:30,41.09,47.602,39.823,98.885
1076,6/22/22,17:45,39.69,45.399,38.617,99.991
1077,6/22/22,18:00,43.03,51.94,40.962,98.775
1078,6/22/22,18:15,41.787,50.576,40.132,98.499
1079,6/22/22,18:30,42.892,49.561,41.04,97.601
1080,6/22/22,18:45,39.124,41.043,38.413,99.973
1081,6/22/22,19:00,39.924,41.878,38.809,99.997
1082,6/22/22,19:15,41.648,43.259,40.026,99.947
1083,6/22/22,19:30,38.557,40.158,38.183,99.747
1084,6/22/22,19:45,38.511,40.579,37.868,99.997
1085,6/22/22,20:00,39.97,42.017,39.094,99.997
1086,6/22/22,20:15,43.03,44.082,41.241,99.997
1087,6/22/22,20:30,43.167,43.534,41.614,99.622
1088,6/22/22,20:45,43.214,43.488,41.373,98.779
1089,6/22/22,21:00,45.579,46.751,42.96,97.115
1090,6/22/22,21:15,45.444,45.082,43.207,95.407
1091,6/22/22,21:30,44.627,42.892,42.771,95.23
1092,6/22/22,21:45,45.714,43.396,43.887,93.841
1093,6/22/22,22:00,44.764,42.247,43.331,93.988
1094,6/22/22,22:15,46.346,43.03,44.712,90.24
1095,6/22/22,22:30,47.154,44.263,45.633,89.154
1096,6/22/22,22:45,47.781,44.263,46.236,87.634
1097,6/22/22,23:00,47.871,44.492,46.477,87.301
1098,6/22/22,23:15,47.736,44.674,46.594,86.368
1099,6/22/22,23:30,47.959,44.445,46.845,83.886
1100,6/22/22,23:45,48.493,43.808,47.539,79.217
1101,6/23/22,0:00,48.805,44.173,48.128,76.745
1102,6/23/22,0:15,49.073,44.218,48.529,75.749
1103,6/23/22,0:30,49.561,44.445,49.402,73.539
1104,6/23/22,0:45,49.649,44.492,49.566,73.008
1105,6/23/22,1:00,49.649,44.355,49.653,72.708
1106,6/23/22,1:15,49.649,44.218,49.716,73.095
1107,6/23/22,1:30,49.338,44.492,49.446,72.688
1108,6/23/22,1:45,49.338,44.218,49.44,73.397
1109,6/23/22,2:00,49.294,44.263,49.431,73.429
1110,6/23/22,2:15,48.895,44.218,49.093,74.482
1111,6/23/22,2:30,49.116,44.582,49.296,74.864
1112,6/23/22,2:45,48.938,44.537,49.248,75.453
1113,6/23/22,3:00,47.959,43.853,48.24,77.501
1114,6/23/22,3:15,47.377,43.167,47.674,79.272
1115,6/23/22,3:30,46.796,42.939,47.129,80.613
1116,6/23/22,3:45,47.691,44.037,47.781,79.892
1117,6/23/22,4:00,47.557,44.355,47.867,79.236
1118,6/23/22,4:15,46.931,43.624,47.077,80.897
1119,6/23/22,4:30,48.094,44.127,47.91,78.801
1120,6/23/22,4:45,48.672,45.036,48.452,76.655
1121,6/23/22,5:00,48.717,45.354,48.297,76.884
1122,6/23/22,5:15,49.692,45.941,48.76,75.564
1123,6/23/22,5:30,50.445,46.706,49.248,74.011
1124,6/23/22,5:45,51.678,47.512,50.227,71.852
1125,6/23/22,6:00,52.772,47.781,50.025,71.543
1126,6/23/22,6:15,53.298,48.672,50.445,70.083
1127,6/23/22,6:30,51.193,48.182,49.185,72.515
1128,6/23/22,6:45,51.413,48.493,49.721,71.635
1129,6/23/22,7:00,50.841,53.298,49.253,72.113
1130,6/23/22,7:15,50.929,54.865,49.093,72.125
1131,6/23/22,7:30,49.649,53.602,47.332,74.9
1132,6/23/22,7:45,49.338,54.169,47.019,75.77
1133,6/23/22,8:00,49.338,53.69,47.019,75.818
1134,6/23/22,8:15,49.471,53.69,47.158,75.572
1135,6/23/22,8:30,49.561,53.82,47.278,75.57
1136,6/23/22,8:45,50.135,54.169,48.085,75.085
1137,6/23/22,9:00,50.841,55.213,48.877,74.041
1138,6/23/22,9:15,50.841,55.558,48.731,74.575
1139,6/23/22,9:30,51.148,55.949,48.906,74.203
1140,6/23/22,9:45,51.37,56.426,48.895,74.13
1141,6/23/22,10:00,51.809,57.463,49.32,72.944
1142,6/23/22,10:15,52.597,59.056,49.667,72.218
1143,6/23/22,10:30,53.733,63.903,50.238,71.099
1144,6/23/22,10:45,53.908,65.788,50.936,69.973
1145,6/23/22,11:00,53.82,65.017,51.053,70.381
1146,6/23/22,11:15,53.341,62.233,50.86,70.678
1147,6/23/22,11:30,53.427,62.276,51.048,70.138
1148,6/23/22,11:45,53.733,62.276,50.86,70.411
1149,6/23/22,12:00,54.43,65.273,50.85,69.677
1150,6/23/22,12:15,54.516,65.574,51.125,69.577
1151,6/23/22,12:30,52.072,59.056,50.218,71.51
1152,6/23/22,12:45,54.43,64.888,51.768,68.565
1153,6/23/22,13:00,54.734,65.615,51.679,68.739
1154,6/23/22,13:15,55.819,68.313,53.046,66.653
1155,6/23/22,13:30,56.079,68.4,53.244,66.049
1156,6/23/22,13:45,56.599,70.974,53.866,64.758
1157,6/23/22,14:00,57.031,71.361,54.082,64.718
1158,6/23/22,14:15,58.455,74.986,54.937,62.861
1159,6/23/22,14:30,58.325,78.69,54.673,63.371
1160,6/23/22,14:45,59.315,78.822,55.459,62.548
1161,6/23/22,15:00,60.174,80.184,56.548,60.043
1162,6/23/22,15:15,60.948,80.227,57.466,58.523
1163,6/23/22,15:30,62.276,81.466,58.982,55.3
1164,6/23/22,15:45,63.304,83.021,60.202,53.107
1165,6/23/22,16:00,62.875,81.997,59.758,53.462
1166,6/23/22,16:15,61.761,85.487,59.126,55.184
1167,6/23/22,16:30,62.834,83.109,60.188,57.473
1168,6/23/22,16:45,62.748,76.203,59.835,63.975
1169,6/23/22,17:00,63.561,78.996,60.211,61.445
1170,6/23/22,17:15,58.109,72.523,56.284,72.778
1171,6/23/22,17:30,56.34,70.803,54.223,78.408
1172,6/23/22,17:45,56.599,68.828,54.475,78.436
1173,6/23/22,18:00,57.42,71.317,55.107,76.87
1174,6/23/22,18:15,56.469,69.17,54.552,78.173
1175,6/23/22,18:30,56.858,68.999,54.745,78.201
1176,6/23/22,18:45,56.122,68.313,54.199,79.622
1177,6/23/22,19:00,56.815,67.714,54.624,78.454
1178,6/23/22,19:15,56.512,64.033,54.768,76.454
1179,6/23/22,19:30,52.335,59.229,51.42,85.647
1180,6/23/22,19:45,52.115,57.204,51.145,86.084
1181,6/23/22,20:00,50.886,54.909,50.27,89.49
1182,6/23/22,20:15,49.825,54.212,49.397,93.808
1183,6/23/22,20:30,49.338,52.335,49.041,95.166
1184,6/23/22,20:45,49.161,51.94,48.978,95.261
1185,6/23/22,21:00,49.249,51.544,49.199,93.249
1186,6/23/22,21:15,49.204,50.445,49.064,93.774
1187,6/23/22,21:30,48.762,49.959,48.636,96.661
1188,6/23/22,21:45,48.182,49.561,48.288,97.246
1189,6/23/22,22:00,47.602,48.405,47.872,97.784
1190,6/23/22,22:15,47.109,47.736,47.399,97.472
1191,6/23/22,22:30,47.154,47.512,47.419,97.285
1192,6/23/22,22:45,47.199,47.199,47.545,96.542
1193,6/23/22,23:00,46.886,46.974,47.26,97.362
1194,6/23/22,23:15,46.974,46.931,47.385,95.361
1195,6/23/22,23:30,46.616,46.571,46.999,95.839
1196,6/23/22,23:45,46.391,46.301,46.753,97.314
1197,6/24/22,0:00,46.706,46.256,47.003,97.173
1198,6/24/22,0:15,47.019,46.166,47.367,96.088
1199,6/24/22,0:30,46.886,46.211,47.25,95.624
1200,6/24/22,0:45,46.974,46.076,47.318,95.415
1201,6/24/22,1:00,47.512,46.391,47.829,94.746
1202,6/24/22,1:15,47.736,46.526,48.056,93.848
1203,6/24/22,1:30,47.602,46.616,47.973,93.823
1204,6/24/22,1:45,47.199,46.211,47.574,95.354
1205,6/24/22,2:00,46.526,45.714,46.922,97.449
1206,6/24/22,2:15,46.166,45.444,46.546,98.979
1207,6/24/22,2:30,45.941,45.082,46.29,99.875
1208,6/24/22,2:45,45.941,45.127,46.463,98.955
1209,6/24/22,3:00,46.661,45.489,47.08,97.774
1210,6/24/22,3:15,46.616,45.896,47.028,97.745
1211,6/24/22,3:30,46.706,45.941,47.124,96.815
1212,6/24/22,3:45,46.166,45.399,46.594,99.129
1213,6/24/22,4:00,46.391,45.534,46.825,97.263
1214,6/24/22,4:15,46.526,45.489,46.738,98.433
1215,6/24/22,4:30,49.428,46.346,48.958,86.244
1216,6/24/22,4:45,51.062,46.706,50.227,76.524
1217,6/24/22,5:00,52.072,47.647,50.787,73.051
1218,6/24/22,5:15,53.035,47.959,51.647,69.764
1219,6/24/22,5:30,52.992,48.493,51.584,70.501
1220,6/24/22,5:45,54.3,49.073,52.48,67.863
1221,6/24/22,6:00,56.079,49.959,53.929,64.865
1222,6/24/22,6:15,54.561,49.87,52.558,68.26
1223,6/24/22,6:30,57.42,50.18,54.687,65.097
1224,6/24/22,6:45,56.208,49.516,53.726,67.521
1225,6/24/22,7:00,59.83,60.346,55.845,63.464
1226,6/24/22,7:15,59.056,61.677,56.115,62.966
1227,6/24/22,7:30,61.119,62.062,56.511,63.38
1228,6/24/22,7:45,63.604,61.075,57.547,60.626
1229,6/24/22,8:00,67.798,63.133,58.046,58.631
1230,6/24/22,8:15,65.102,62.834,55.719,63.432
1231,6/24/22,8:30,66.385,65.829,59.324,58.01
1232,6/24/22,8:45,66.943,70.502,60.429,54.948
1233,6/24/22,9:00,67.627,68.828,61.646,48.798
1234,6/24/22,9:15,68.313,70.543,61.385,48.913
1235,6/24/22,9:30,70.158,73.083,61.684,50.089
1236,6/24/22,9:45,68.828,70.673,61.032,49.949
1237,6/24/22,10:00,70.587,72.437,63.61,44.562
1238,6/24/22,10:15,63.048,69.471,58.87,51.025
1239,6/24/22,10:30,65.059,70.887,60.69,48.492
1240,6/24/22,10:45,64.161,69.685,59.898,49.839
1241,6/24/22,11:00,63.39,69.643,59.029,50.507
1242,6/24/22,11:15,63.775,69.858,58.851,51.847
1243,6/24/22,11:30,67.071,72.826,61.173,49.886
1244,6/24/22,11:45,69.129,72.178,63.522,44.179
1245,6/24/22,12:00,64.375,69.3,59.517,50.6
1246,6/24/22,12:15,66.558,71.533,60.975,48.667
1247,6/24/22,12:30,66.385,72.178,60.472,49.874
1248,6/24/22,12:45,66.043,71.748,59.995,50.48
1249,6/24/22,13:00,65.188,72.826,59.754,51.707
1250,6/24/22,13:15,66.515,74.077,60.174,50.553
1251,6/24/22,13:30,63.732,70.803,58.827,53.3
1252,6/24/22,13:45,60.217,68.698,56.404,67.234
1253,6/24/22,14:00,63.946,71.748,57.533,68.344
1254,6/24/22,14:15,63.433,69.514,57.2,66.665
1255,6/24/22,14:30,60.217,67.372,56.212,69.429
1256,6/24/22,14:45,59.358,67.798,55.308,76.339
1257,6/24/22,15:00,61.934,70.974,56.554,73.809
1258,6/24/22,15:15,60.647,68.142,56.26,73.115
1259,6/24/22,15:30,57.936,65.059,54.252,80.485
1260,6/24/22,15:45,59.272,66.643,55.314,78.311
1261,6/24/22,16:00,59.873,66.515,55.641,77.601
1262,6/24/22,16:15,59.315,66.985,55.638,77.954
1263,6/24/22,16:30,58.109,64.845,54.432,80.525
1264,6/24/22,16:45,60.046,66.686,55.825,78.276
1265,6/24/22,17:00,60.69,67.842,56.115,76.941
1266,6/24/22,17:15,61.376,67.842,55.807,77.705
1267,6/24/22,17:30,58.023,63.475,54.291,79.992
1268,6/24/22,17:45,55.213,59.873,52.529,84.984
1269,6/24/22,18:00,54.734,58.842,52.25,86.055
1270,6/24/22,18:15,57.117,60.861,53.944,82.663
1271,6/24/22,18:30,60.733,65.359,56.019,77.708
1272,6/24/22,18:45,62.62,66.643,55.927,76.075
1273,6/24/22,19:00,57.893,62.148,54.039,81.105
1274,6/24/22,19:15,58.195,63.133,55.078,79.165
1275,6/24/22,19:30,57.29,62.704,54.667,79.771
1276,6/24/22,19:45,57.722,63.176,54.687,79.763
1277,6/24/22,20:00,58.971,63.604,54.975,78.99
1278,6/24/22,20:15,58.282,63.518,55.13,78.651
1279,6/24/22,20:30,60.904,62.406,55.477,73.057
1280,6/24/22,20:45,57.247,58.498,52.92,77.105
1281,6/24/22,21:00,55.558,56.512,52.119,80.052
1282,6/24/22,21:15,54.387,56.035,52.452,77.153
1283,6/24/22,21:30,53.035,53.645,50.985,78.985
1284,6/24/22,21:45,50.797,52.992,50.778,80.708
1285,6/24/22,22:00,49.383,51.062,49.566,87.337
1286,6/24/22,22:15,48.672,50.533,49.339,84.12
1287,6/24/22,22:30,48.36,50.223,49.311,82.928
1288,6/24/22,22:45,48.717,50.002,49.316,85.342
1289,6/24/22,23:00,48.583,49.649,49.152,89.99
1290,6/24/22,23:15,48.762,49.338,49.185,90.954
1291,6/24/22,23:30,48.538,48.983,48.997,90.933
1292,6/24/22,23:45,48.583,48.895,49.035,91.386
1293,6/25/22,0:00,48.717,48.672,49.136,90.991
1294,6/25/22,0:15,49.338,48.672,49.716,88.144
1295,6/25/22,0:30,49.294,48.493,49.735,85.87
1296,6/25/22,0:45,48.895,48.227,49.354,85.611
1297,6/25/22,1:00,48.805,48.137,49.224,85.995
1298,6/25/22,1:15,48.583,48.004,49.055,90.512
1299,6/25/22,1:30,48.762,48.094,49.204,87.816
1300,6/25/22,1:45,49.338,48.583,49.773,80.435
1301,6/25/22,2:00,49.959,48.493,50.41,72.053
1302,6/25/22,2:15,50.092,49.249,50.623,70.472
1303,6/25/22,2:30,49.471,48.672,49.982,76.257
1304,6/25/22,2:45,49.428,48.717,49.908,77.882
1305,6/25/22,3:00,49.116,48.36,49.606,79.944
1306,6/25/22,3:15,49.338,48.493,49.788,78.57
1307,6/25/22,3:30,49.116,48.315,49.615,78.877
1308,6/25/22,3:45,48.272,47.647,48.751,85.051
1309,6/25/22,4:00,48.137,47.377,48.573,87.237
1310,6/25/22,4:15,48.493,47.602,48.799,86.009
1311,6/25/22,4:30,49.737,47.781,49.75,80.085
1312,6/25/22,4:45,50.047,47.826,49.784,79.965
1313,6/25/22,5:00,50.709,47.512,49.847,82.005
1314,6/25/22,5:15,51.237,47.467,50.054,82.068
1315,6/25/22,5:30,52.947,47.871,51.073,80.151
1316,6/25/22,5:45,54.952,48.538,52.515,77.226
1317,6/25/22,6:00,54.516,48.628,52.153,78.842
1318,6/25/22,6:15,55.125,48.895,52.529,76.873
1319,6/25/22,6:30,54.995,48.628,52.389,82.007
1320,6/25/22,6:45,55.342,49.116,52.612,83.029
1321,6/25/22,7:00,63.347,60.474,56.68,63.737
1322,6/25/22,7:15,65.487,59.83,58.204,53.152
1323,6/25/22,7:30,57.936,55.256,54.34,60.865
1324,6/25/22,7:45,64.717,62.362,57.929,56.039
1325,6/25/22,8:00,63.475,59.315,57.384,54.43
1326,6/25/22,8:15,61.162,58.195,56.172,56.139
1327,6/25/22,8:30,62.105,59.959,56.611,55.941
1328,6/25/22,8:45,67.543,63.561,59.16,52.323
1329,6/25/22,9:00,65.701,62.49,59.347,51.336
1330,6/25/22,9:15,63.946,61.29,58.05,52.903
1331,6/25/22,9:30,63.99,62.191,57.774,54.434
1332,6/25/22,9:45,64.546,63.262,58.316,54.228
1333,6/25/22,10:00,64.803,65.102,58.509,54.493
1334,6/25/22,10:15,63.903,63.09,57.659,54.305
1335,6/25/22,10:30,61.891,61.934,56.64,57.09
1336,6/25/22,10:45,62.062,62.791,57.441,56.997
1337,6/25/22,11:00,62.533,63.347,57.495,59.908
1338,6/25/22,11:15,64.117,65.102,58.368,62.321
1339,6/25/22,11:30,62.233,63.903,56.896,68.881
1340,6/25/22,11:45,60.474,62.875,55.647,74.809
1341,6/25/22,12:00,61.891,64.589,56.574,73.341
1342,6/25/22,12:15,61.376,64.375,56.651,72.294
1343,6/25/22,12:30,60.604,64.074,56.428,73.054
1344,6/25/22,12:45,60.733,65.059,56.921,71.693
1345,6/25/22,13:00,61.677,66.6,57.814,68.751
1346,6/25/22,13:15,60.39,65.102,56.964,70.002
1347,6/25/22,13:30,60.775,66.258,57.592,67.817
1348,6/25/22,13:45,60.69,65.959,57.303,67.817
1349,6/25/22,14:00,60.174,66.6,57.042,67.982
1350,6/25/22,14:15,58.971,64.161,56.313,70.01
1351,6/25/22,14:30,59.185,64.888,56.651,67.094
1352,6/25/22,14:45,58.712,63.732,56.178,66.482
1353,6/25/22,15:00,58.971,64.459,56.502,66.43
1354,6/25/22,15:15,59.056,64.632,56.439,67.565
1355,6/25/22,15:30,60.089,66.13,57.693,64.485
1356,6/25/22,15:45,61.59,62.661,60.429,59.944
1357,6/25/22,16:00,67.285,64.76,66.292,57.063
1358,6/25/22,16:15,69.471,66.9,66.891,62.33
1359,6/25/22,16:30,70.63,68.185,68.445,62.606
1360,6/25/22,16:45,70.673,68.657,69.255,62.649
1361,6/25/22,17:00,70.201,68.527,69.453,63.058
1362,6/25/22,17:15,69.728,68.313,69.55,63.081
1363,6/25/22,17:30,69.085,67.842,69.377,62.921
1364,6/25/22,17:45,68.27,67.285,68.927,62.712
1365,6/25/22,18:00,67.199,66.515,68.151,62.588
1366,6/25/22,18:15,65.959,65.574,67.167,62.553
1367,6/25/22,18:30,65.23,64.845,66.346,62.612
1368,6/25/22,18:45,64.717,64.332,65.714,62.55
1369,6/25/22,19:00,64.117,63.689,65.034,62.528
1370,6/25/22,19:15,63.775,63.176,64.58,62.472
1371,6/25/22,19:30,63.262,62.661,64.038,62.341
1372,6/25/22,19:45,62.191,61.761,63.199,62.335
1373,6/25/22,20:00,61.376,60.904,62.307,62.573
1374,6/25/22,20:15,60.991,60.39,61.632,62.901
1375,6/25/22,20:30,60.303,59.83,60.969,63.116
1376,6/25/22,20:45,59.229,59.014,60.217,63.313
1377,6/25/22,21:00,58.023,58.066,59.329,63.517
1378,6/25/22,21:15,57.074,57.16,58.402,63.798
1379,6/25/22,21:30,56.165,56.383,57.495,64.187
1380,6/25/22,21:45,54.777,55.386,56.41,64.712
1381,6/25/22,22:00,52.86,53.951,55.015,65.33
1382,6/25/22,22:15,51.544,52.686,53.769,65.763
1383,6/25/22,22:30,50.268,51.501,52.65,66.03
1384,6/25/22,22:45,48.983,50.223,51.535,66.331
1385,6/25/22,23:00,48.493,49.428,50.734,66.784
1386,6/25/22,23:15,48.004,48.85,50.097,67.262
1387,6/25/22,23:30,47.377,48.182,49.422,67.803
1388,6/25/22,23:45,46.931,47.691,48.819,68.373
1389,6/26/22,0:00,46.706,47.422,48.38,68.904
1390,6/26/22,0:15,46.166,46.974,47.916,69.328
1391,6/26/22,0:30,45.669,46.481,47.462,69.808
1392,6/26/22,0:45,45.579,46.211,47.192,70.367
1393,6/26/22,1:00,45.127,45.851,46.767,70.738
1394,6/26/22,1:15,44.582,45.399,46.265,71.159
1395,6/26/22,1:30,44.445,45.082,45.837,71.595
1396,6/26/22,1:45,44.627,45.172,45.57,72.01
1397,6/26/22,2:00,44.627,45.127,45.349,72.297
1398,6/26/22,2:15,44.674,45.127,45.217,72.558
1399,6/26/22,2:30,44.582,45.082,45.113,72.905
1400,6/26/22,2:45,44.627,45.036,45.059,73.295
1401,6/26/22,3:00,44.719,45.036,45.059,73.796
1402,6/26/22,3:15,44.901,45.127,45.165,74.243
1403,6/26/22,3:30,44.946,45.127,45.228,74.545
1404,6/26/22,3:45,44.492,44.946,45.079,74.713
1405,6/26/22,4:00,44.037,44.582,44.798,74.984
1406,6/26/22,4:15,44.082,44.492,44.625,75.317
1407,6/26/22,4:30,44.492,44.674,44.634,75.735
1408,6/26/22,4:45,46.391,45.354,44.976,76.785
1409,6/26/22,5:00,51.544,48.004,46.56,78.039
1410,6/26/22,5:15,55.472,51.017,48.664,78.17
1411,6/26/22,5:30,59.445,54.169,50.947,78.076
1412,6/26/22,5:45,64.418,58.109,53.818,77.363
1413,6/26/22,6:00,67.285,61.333,56.034,76.918
1414,6/26/22,6:15,69.042,63.561,57.727,76.507
1415,6/26/22,6:30,72.696,66.515,59.812,75.561
1416,6/26/22,6:45,75.16,69.213,61.776,74.417
1417,6/26/22,7:00,75.724,70.673,62.692,73.916
1418,6/26/22,7:15,78.251,72.783,63.918,72.876
1419,6/26/22,7:30,80.008,74.899,65.172,71.579
1420,6/26/22,7:45,81.997,76.986,66.553,70.085
1421,6/26/22,8:00,82.976,78.69,67.818,68.641
1422,6/26/22,8:15,82.575,79.128,68.324,67.657
1423,6/26/22,8:30,83.779,80.227,68.923,66.671
1424,6/26/22,8:45,85.397,81.73,70.086,65.121
1425,6/26/22,9:00,86.164,82.886,71.249,63.607
1426,6/26/22,9:15,87.028,83.869,72.469,62.135
1427,6/26/22,9:30,87.985,84.767,73.555,60.935
1428,6/26/22,9:45,88.947,85.802,74.926,59.507
1429,6/26/22,10:00,89.085,86.256,75.808,58.444
1430,6/26/22,10:15,88.259,86.074,76.224,57.806
1431,6/26/22,10:30,86.981,85.262,76.383,57.417
1432,6/26/22,10:45,84.677,83.646,75.403,58.274
1433,6/26/22,11:00,81.466,80.668,72.691,60.923
1434,6/26/22,11:15,76.028,76.071,68.913,63.99
1435,6/26/22,11:30,68.785,70.759,65.453,65.22
1436,6/26/22,11:45,64.288,66.643,62.812,65.277
1437,6/26/22,12:00,61.462,63.561,60.883,64.881
1438,6/26/22,12:15,59.358,61.205,59.358,64.43
1439,6/26/22,12:30,57.85,59.358,58.152,64.048
1440,6/26/22,12:45,56.512,57.506,57.529,63.256
1441,6/26/22,13:00,55.776,56.426,56.93,63.124
1442,6/26/22,13:15,55.992,56.079,56.588,63.108
1443,6/26/22,13:30,59.445,57.807,57.834,62.875
1444,6/26/22,13:45,61.032,59.229,59.522,61.869
1445,6/26/22,14:00,61.891,60.217,60.771,61.459
1446,6/26/22,14:15,62.49,61.075,61.756,61.476
1447,6/26/22,14:30,63.09,61.848,62.663,61.599
1448,6/26/22,14:45,63.775,62.62,63.59,61.692
1449,6/26/22,15:00,64.459,63.433,64.521,61.759
1450,6/26/22,15:15,65.102,64.204,65.395,61.83
1451,6/26/22,15:30,65.745,64.888,66.196,61.904
1452,6/26/22,15:45,66.301,65.53,66.929,61.967
1453,6/26/22,16:00,66.814,66.087,67.606,62.031
1454,6/26/22,16:15,67.329,66.643,68.218,62.068
1455,6/26/22,16:30,67.842,67.158,68.812,62.08
1456,6/26/22,16:45,68.313,67.627,69.366,62.072
1457,6/26/22,17:00,68.698,68.013,69.831,62.084
1458,6/26/22,17:15,68.999,68.356,70.201,62.097
1459,6/26/22,17:30,69.256,68.614,70.511,62.11
1460,6/26/22,17:45,69.514,68.871,70.81,62.1
1461,6/26/22,18:00,69.685,69.085,71.037,62.127
1462,6/26/22,18:15,69.814,69.256,71.181,62.196
1463,6/26/22,18:30,70.029,69.427,71.393,62.185
1464,6/26/22,18:45,70.201,69.643,71.582,62.171
1465,6/26/22,19:00,70.286,69.728,71.717,62.2
1466,6/26/22,19:15,70.286,69.771,71.78,62.252
1467,6/26/22,19:30,70.286,69.771,71.784,62.318
1468,6/26/22,19:45,70.201,69.771,71.74,62.402
1469,6/26/22,20:00,70.029,69.643,71.625,62.498
1470,6/26/22,20:15,69.814,69.427,71.436,62.602
1471,6/26/22,20:30,68.999,68.913,71.109,58.456
1472,6/26/22,20:45,67.158,67.456,70.23,55.677
1473,6/26/22,21:00,66.558,66.686,69.174,55.209
1474,6/26/22,21:15,64.204,64.888,67.397,54.923
1475,6/26/22,21:30,62.533,63.133,65.381,57.69
1476,6/26/22,21:45,61.376,61.848,63.754,59.414
1477,6/26/22,22:00,60.517,60.904,62.485,60.499
